number,x,y,z,qx,qy,qz,qw,attributes
132,19.9334163666,-53.4945220947,-0.0910163074732,0.0231435361427,-0.0185112963382,-0.406997490658,0.912948383667,
133,20.630147934,-54.3139457703,-0.08165769279,0.0236733332665,-0.0189831006246,-0.417716159309,0.908070716098,
134,21.2500610352,-55.1106834412,-0.107292488217,0.02473089768,-0.0146095402771,-0.399828622234,0.916139736544,
135,22.003484726,-55.8835487366,-0.0923387855291,0.0226377355531,-0.0159551522919,-0.364450180918,0.930810953778,
136,22.7769317627,-56.5353126526,-0.100291483104,0.024901233066,-0.0164949226756,-0.359927800322,0.932501916713,
137,23.520488739,-57.2423858643,-0.0996095910668,0.0230905040313,-0.015887034963,-0.34874995082,0.936796617493,
138,24.3515625,-57.9706726074,-0.109680861235,0.024094012972,-0.0153332173454,-0.368176942324,0.929317012717,
139,25.0641040802,-58.7234268188,-0.100251220167,0.0239955486429,-0.0146825974139,-0.397981904892,0.916961852182,
140,25.7691268921,-59.5365142822,-0.101183533669,0.0281314829576,-0.01851372129,-0.40404364066,0.914119575457,
141,26.4909706116,-60.3106803894,-0.123575173318,0.0248217838749,-0.0177321462442,-0.375962009084,0.926132829437,
142,27.2596549988,-61.0090866089,-0.126826763153,0.0233488000139,-0.014219405175,-0.385023803341,0.922501660115,
