number,x,y,z,qx,qy,qz,qw,attributes
29,-7.0252,34.5048,-0.571305,0.0375136,-0.0336111,0.775876,0.628873,
30,-7.18209,35.5408,-0.490789,0.0383331,-0.0323267,0.740423,0.670232,
31,-7.27763,36.5919,-0.401286,0.0406673,-0.0309817,0.727787,0.683916,
32,-7.32331,37.6755,-0.347965,0.0432942,-0.0286773,0.703138,0.70918,
33,-7.41741,38.7308,-0.263146,0.0410604,-0.0309477,0.743478,0.666765,
34,-7.49147,39.7701,-0.186558,0.0460724,-0.0290763,0.720102,0.691769,
35,-7.6202,40.7737,-0.101054,0.0396098,-0.0317254,0.779398,0.62447,
36,-7.83725,41.9482,-0.00837392,0.0377665,-0.0312072,0.739331,0.671518,
37,-7.92467,42.9573,0.0866849,0.0409347,-0.0325165,0.728741,0.682773,
38,-8.01682,43.9908,0.192118,0.0432762,-0.0344297,0.708072,0.70401,
39,-7.9866,45.0967,0.276286,0.046843,-0.0335301,0.690523,0.721042,
40,-7.86626,46.1021,0.326129,0.0408569,-0.0328061,0.677174,0.733949,
41,-7.67461,47.1517,0.442937,0.0446325,-0.0315916,0.642199,0.764572,
42,-7.55267,48.1533,0.515146,0.0426063,-0.0345119,0.627831,0.776399,
43,-7.30066,49.2492,0.608575,0.0437927,-0.030349,0.614372,0.787188,
44,-6.99699,50.2757,0.706894,0.0412025,-0.0326727,0.680165,0.731174,
45,-6.91802,51.3581,0.777421,0.0404218,-0.026191,0.648825,0.759439,
46,-6.76043,52.3489,0.876179,0.0449227,-0.0326237,0.700242,0.711742,
47,-6.82957,53.4301,0.97168,0.0393304,-0.034109,0.738061,0.672697,
48,-6.86597,54.479,1.05792,0.040608,-0.0314555,0.711784,0.700482,
49,-6.83347,55.5292,1.16529,0.0417629,-0.0316123,0.704671,0.707618,
50,-6.89815,56.5777,1.23911,0.0396781,-0.0351198,0.743692,0.666418,
51,-6.93051,57.6444,1.33247,0.0431054,-0.0359868,0.720297,0.691407,
52,-6.99938,58.6548,1.41755,0.0426421,-0.0344596,0.716046,0.695919,
53,-7.1916,59.706,1.50844,0.0405278,-0.0303503,0.759503,0.648533,
54,-7.51586,60.7184,1.59531,0.0413997,-0.0346627,0.833521,0.549817,
55,-7.83951,61.6837,1.65831,0.0392334,-0.0319068,0.806059,0.589629,
56,-8.23636,62.6154,1.71044,0.0394337,-0.0323838,0.811061,0.582725,
57,-8.62025,63.5871,1.78615,0.0399427,-0.0379317,0.813656,0.578703,
58,-9.01478,64.5646,1.84319,0.0365629,-0.0312343,0.803568,0.593268,
59,-9.37001,65.5044,1.93571,0.040478,-0.0333889,0.802175,0.594785,
60,-9.65011,66.5075,2.02213,0.0405641,-0.0322275,0.782681,0.620249,
61,-9.96147,67.5043,2.077,0.0404941,-0.0315335,0.79222,0.6081,
62,-10.1813,68.4783,2.15516,0.0556525,-0.0356625,0.755267,0.652095,
63,-10.3867,69.4917,2.22702,0.0401502,-0.024064,0.746333,0.663949,
64,-10.522,70.4989,2.28402,0.0467894,-0.0278456,0.730868,0.680337,
65,-10.5806,71.5542,2.36653,0.0472966,-0.0293298,0.71154,0.700404,
66,-10.6113,72.5649,2.46121,0.0456858,-0.0214402,0.681153,0.730376,
67,-10.6577,73.5742,2.53678,0.0428052,-0.0250775,0.748702,0.661059,
68,-10.745,74.583,2.62395,0.0469701,-0.0261989,0.700464,0.711669,
69,-10.8537,75.5927,2.70949,0.0455932,-0.0316128,0.777836,0.626005,
70,-10.9911,76.6618,2.79152,0.0473213,-0.0331626,0.719542,0.692016,
71,-11.1475,77.7241,2.87577,0.0412953,-0.0242308,0.734514,0.676927,
72,-11.3339,78.7275,2.96103,0.0436487,-0.0321467,0.775374,0.629173,
73,-11.5014,79.7662,3.05397,0.043718,-0.0285411,0.739996,0.670548,
74,-11.593,80.7799,3.13594,0.0451366,-0.0287664,0.715668,0.69639,
75,-11.6416,81.7936,3.20797,0.0469416,-0.0279987,0.69294,0.718919,
76,-11.5994,82.8042,3.29254,0.0465273,-0.0269175,0.690397,0.721439,
77,-11.626,83.8414,3.3929,0.0505345,-0.0253576,0.768705,0.637059,
78,-11.6497,84.8891,3.46171,0.0485441,-0.0308357,0.75762,0.650166,
79,-11.738,85.8892,3.54753,0.0417036,-0.0256859,0.694534,0.717779,
80,-11.8436,86.883,3.61358,0.047655,-0.0277618,0.742464,0.667616,
81,-12.1056,87.884,3.7024,0.0435385,-0.0313397,0.845509,0.53124,
82,-12.5105,88.8829,3.79715,0.0412469,-0.0358461,0.832171,0.551795,
83,-12.7883,89.8472,3.88231,0.0439769,-0.0308819,0.794614,0.604714,
84,-13.0956,90.8608,3.96548,0.0421477,-0.0290311,0.780951,0.622538,
85,-13.3022,91.8667,4.05813,0.0454831,-0.0292273,0.767316,0.638948,
86,-13.4779,92.9094,4.15438,0.052041,-0.0335567,0.745546,0.663568,
87,-13.579,93.9818,4.23696,0.0494024,-0.0268171,0.734493,0.676254,
88,-13.637,95.0463,4.32563,0.0456604,-0.0294017,0.785587,0.616392,
89,-13.9921,96.0377,4.40418,0.0445236,-0.0290951,0.790458,0.610214,
90,-14.2389,97.0226,4.49041,0.0491707,-0.0261747,0.777115,0.626863,
91,-14.5096,97.9871,4.58661,0.0444968,-0.0298951,0.8344,0.548579,
92,-14.9425,98.9905,4.68941,0.0482892,-0.0342203,0.81095,0.58212,
93,-15.2662,99.9689,4.78722,0.0471882,-0.0383134,0.799561,0.59753,
94,-15.5471,100.931,4.87582,0.0472426,-0.0300133,0.779378,0.624041,
95,-15.7756,101.916,4.96598,0.0468705,-0.0302498,0.759257,0.648417,
96,-15.9303,102.95,5.09294,0.0491276,-0.0324411,0.742071,0.667734,
97,-16.0235,103.994,5.18541,0.0522165,-0.0313109,0.724108,0.686965,
98,-16.1727,105.062,5.27158,0.0473868,-0.0275713,0.761536,0.645827,
99,-16.2987,106.057,5.35611,0.0503772,-0.0288191,0.751424,0.657292,
100,-16.4716,107.149,5.46463,0.0509299,-0.0239776,0.758534,0.64921,
101,-16.5657,108.143,5.55726,0.0430291,-0.0235047,0.72542,0.686579,
102,-16.6052,109.16,5.6412,0.0457518,-0.0153993,0.720524,0.691726,
103,-16.619,110.217,5.70826,0.0424375,-0.013065,0.704846,0.707952,
104,-16.5823,111.254,5.7538,0.0431161,0.00760279,0.709778,0.703086,
105,-16.5441,112.321,5.78236,0.0398182,0.0144359,0.647929,0.760526,
106,-16.3937,113.314,5.79608,0.0456947,0.0157695,0.642194,0.765002,
107,-16.1385,114.308,5.84103,0.0382166,0.00646225,0.576847,0.815918,
108,-15.7516,115.262,5.88355,0.0366148,-0.00969288,0.562542,0.825926,
109,-15.4639,116.288,5.92925,0.0348953,-0.0125552,0.627406,0.77784,
110,-15.192,117.278,5.95485,0.0273576,-0.0147424,0.632759,0.773702,
111,-15.0363,118.276,6.00614,0.0413897,-0.0246072,0.595105,0.802203,
112,-14.7556,119.354,6.098,0.045498,-0.0234627,0.623565,0.780111,
113,-14.4189,120.297,6.13135,0.0397536,-0.0273008,0.596133,0.801451,
114,-14.163,121.338,6.17516,0.0369122,-0.0330083,0.667159,0.743261,
115,-14.2233,122.349,6.27169,0.0352926,-0.0328919,0.692606,0.719662,
116,-14.1686,123.431,6.3558,0.0432223,-0.0182522,0.681795,0.730045,
117,-14.0848,124.429,6.39766,0.0371289,-0.0270355,0.668131,0.742648,
118,-14.0829,125.497,6.45805,0.0423379,-0.0324471,0.710488,0.701702,
119,-14.0979,126.622,6.58413,0.038443,-0.0204176,0.723502,0.688944,
120,-14.1576,127.684,6.6377,0.0392056,-0.0388288,0.762882,0.644202,
121,-14.3172,128.734,6.70644,0.044708,-0.0366566,0.736793,0.673633,
122,-14.4416,129.741,6.79954,0.0409966,-0.0301059,0.720863,0.691204,
123,-14.5451,130.737,6.89076,0.0391565,-0.0259034,0.768064,0.63863,
124,-14.7044,131.765,6.97434,0.0339596,-0.0321722,0.809907,0.584694,
125,-14.9662,132.76,7.06104,0.0378915,-0.0266155,0.772536,0.633265,
126,-15.1287,133.785,7.12721,0.0356559,-0.0375559,0.747832,0.661837,
127,-15.2948,134.814,7.26359,0.0420044,-0.0379249,0.777159,0.626759,
128,-15.5202,135.804,7.33262,0.0412436,-0.0322665,0.77319,0.632029,
129,-15.7539,136.817,7.43045,0.0402321,-0.031984,0.801693,0.595533,
130,-16.0896,137.821,7.48035,0.0373449,-0.0331252,0.846087,0.530674,
131,-16.5017,138.763,7.58914,0.0484197,-0.033073,0.811379,0.581563,
132,-16.9483,139.7,7.69056,0.0419364,-0.0325185,0.892806,0.447342,
133,-17.5397,140.525,7.74487,0.0314662,-0.0197164,0.874104,0.484266,
134,-18.0681,141.414,7.76147,0.0291833,-0.0189758,0.856174,0.515511,
135,-18.5508,142.334,7.81147,0.0291271,-0.0209519,0.829614,0.557201,
136,-19.0566,143.212,7.81263,0.01472,-0.0161212,0.836305,0.547817,
137,-19.4418,144.223,7.80739,0.00610262,-0.0157869,0.839064,0.54379,
138,-19.8377,145.207,7.85271,0.0170938,-0.016061,0.792756,0.609107,
139,-20.3299,146.117,7.88794,0.0295241,-0.0332069,0.842622,0.53666,
140,-20.7324,147.188,7.97313,0.0351618,-0.0233596,0.814395,0.578787,
141,-21.0912,148.147,8.06565,0.0390069,-0.026287,0.781136,0.622593,
142,-21.3159,149.252,8.14927,0.0476424,-0.0277618,0.753232,0.655413,
143,-21.4222,150.322,8.24675,0.0438659,-0.0304634,0.739349,0.671205,
144,-21.5212,151.361,8.31071,0.0436475,-0.0281811,0.721289,0.690656,
145,-21.5713,152.453,8.3959,0.0479177,-0.0279623,0.702908,0.709128,
146,-21.5834,153.52,8.49702,0.0425947,-0.0327202,0.754363,0.654272,
147,-21.6622,154.539,8.60176,0.0436782,-0.0194126,0.662465,0.747602,
148,-21.6619,155.536,8.68377,0.0466455,-0.0251733,0.660771,0.748683,
149,-21.5877,156.57,8.77265,0.0321893,-0.029159,0.758109,0.650693,
150,-21.7543,157.584,8.83795,0.0406596,-0.0262715,0.707388,0.705147,
151,-21.7869,158.61,8.92817,0.0417564,-0.0304605,0.693002,0.719096,
152,-21.7761,159.622,9.00377,0.0355138,-0.0290432,0.737046,0.674263,
153,-21.8948,160.637,9.10068,0.0368906,-0.0342275,0.849136,0.525733,
154,-22.2604,161.603,9.17043,0.0362473,-0.0351278,0.841345,0.538117,
155,-22.5773,162.553,9.25032,0.0384982,-0.0334431,0.774649,0.630375,
156,-22.8174,163.547,9.32538,0.0413685,-0.0336138,0.773015,0.63212,
157,-23.0202,164.567,9.38388,0.0393471,-0.0285804,0.771233,0.634674,
158,-23.1757,165.563,9.46836,0.0421964,-0.0308578,0.732363,0.67891,
159,-23.2428,166.611,9.55198,0.0463265,-0.0313533,0.722434,0.689198,
160,-23.2749,167.628,9.6341,0.045811,-0.0312384,0.697608,0.714353,
161,-23.2341,168.695,9.71681,0.0459814,-0.0263988,0.689011,0.722804,
162,-23.1722,169.809,9.80219,0.0469073,-0.0212589,0.667852,0.742504,
163,-23.1781,170.822,9.90291,0.0486562,-0.0302554,0.739798,0.670396,
164,-23.2115,171.849,9.98213,0.0425532,-0.0285607,0.724099,0.68779,
165,-23.2154,172.875,10.0706,0.0488667,-0.0317431,0.689524,0.721943,
166,-23.2168,173.901,10.1585,0.0452202,-0.0341726,0.749389,0.659687,
167,-23.3553,174.901,10.2481,0.0434124,-0.0364918,0.788236,0.612725,
168,-23.5555,175.93,10.3491,0.043369,-0.03666,0.755087,0.653199,
169,-23.7407,176.965,10.4312,0.0441294,-0.0309658,0.746011,0.663724,
170,-23.8471,178.024,10.5343,0.0467739,-0.034704,0.7268,0.684379,
171,-23.9006,179.063,10.6492,0.0519188,-0.0451944,0.714261,0.696467,
172,-23.9274,180.089,10.7478,0.0372314,-0.0298551,0.69467,0.717766,
173,-23.866,181.146,10.8025,0.0412498,-0.0279341,0.677111,0.734166,
174,-23.6726,182.16,10.9007,0.0426064,-0.0304682,0.680436,0.730945,
175,-23.6962,183.28,10.9916,0.0413504,-0.0327027,0.726598,0.685007,
176,-24.1039,184.284,11.0686,0.043468,-0.0387152,0.788117,0.612792,
177,-24.2233,185.344,11.17,0.0401544,-0.0344526,0.78048,0.622915,
178,-24.3207,186.425,11.2523,0.0444469,-0.0339084,0.76283,0.644155,
179,-24.5806,187.397,11.3333,0.0361853,-0.0372019,0.892918,0.447209,
180,-25.4026,188.077,11.3958,0.0341352,-0.03586,0.942051,0.331772,
181,-26.2375,188.8,11.4812,0.0277593,-0.0314035,0.939198,0.340792,
182,-27.0725,189.518,11.5391,0.0362719,-0.03637,0.92155,0.384818,
183,-27.9655,190.104,11.5837,0.0308203,-0.0344928,0.963512,0.263531,
184,-28.8191,190.63,11.6534,0.0274154,-0.0361019,0.952684,0.300513,
185,-29.6442,191.196,11.7295,0.0388704,-0.0467579,0.946761,0.316095,
186,-30.4806,191.807,11.7864,0.0372655,-0.0389493,0.953206,0.297412,
187,-31.2848,192.417,11.8561,0.0348579,-0.0381447,0.936577,0.3467,
188,-32.0815,193.075,11.9221,0.0378591,-0.0375258,0.927575,0.369875,
189,-32.8682,193.689,12.0048,0.0348298,-0.0330595,0.937525,0.344642,
190,-33.7247,194.378,12.0771,0.0325977,-0.0308133,0.945754,0.321712,
191,-34.5618,195.005,12.1314,0.0246679,-0.0389597,0.912239,0.407085,
192,-35.3719,195.635,12.1618,0.0380897,-0.0379135,0.856158,0.5139,
193,-35.9602,196.481,12.2309,0.0411652,-0.0365437,0.862323,0.503376,
194,-36.546,197.293,12.327,0.0399409,-0.0338083,0.844165,0.533551,
195,-36.9808,198.191,12.4333,0.0414551,-0.0365736,0.835512,0.546703,
196,-37.5093,199.069,12.513,0.0427037,-0.0428075,0.847639,0.527135,
197,-37.9388,199.997,12.5825,0.043624,-0.0419752,0.83147,0.552297,
198,-38.3029,200.972,12.7004,0.0444677,-0.0421248,0.813125,0.578853,
199,-38.6699,201.91,12.7725,0.0396045,-0.04562,0.81951,0.569863,
200,-39.0654,202.886,12.8491,0.0441528,-0.0397505,0.799225,0.598137,
201,-39.315,203.897,12.9437,0.0463465,-0.0462864,0.786858,0.613666,
202,-39.5379,204.921,13.0358,0.0521912,-0.0328126,0.751027,0.657416,
203,-39.6717,206.013,13.1561,0.0457625,-0.0378148,0.717651,0.693839,
204,-39.733,207.072,13.2477,0.0468278,-0.0351647,0.703579,0.708221,
205,-39.6671,208.166,13.342,0.0484137,-0.0368527,0.72297,0.688188,
206,-39.743,209.172,13.472,0.056049,-0.0378305,0.68103,0.729141,
207,-39.7206,210.175,13.5656,0.0492546,-0.0362005,0.682808,0.728015,
208,-39.6421,211.226,13.6707,0.0504989,-0.0393167,0.663135,0.745775,
209,-39.4967,212.221,13.7624,0.0500788,-0.0340428,0.645089,0.7617,
210,-39.3104,213.28,13.8892,0.0512436,-0.03407,0.620609,0.781725,
211,-39.0371,214.3,13.9779,0.0480062,-0.031968,0.598856,0.798755,
212,-38.5991,215.232,14.0618,0.0518718,-0.0334623,0.525685,0.848467,
213,-38.0792,216.212,14.1555,0.0596505,-0.0299664,0.462977,0.883853,
214,-37.4569,217.05,14.2513,0.0535917,-0.0265336,0.441331,0.895352,
215,-36.8234,217.834,14.3252,0.0539599,-0.0208164,0.427818,0.90202,
216,-36.1229,218.69,14.4115,0.0557857,-0.0215012,0.466239,0.882658,
217,-35.4347,219.642,14.4831,0.0529083,-0.0290452,0.524148,0.84947,
218,-34.8965,220.506,14.5335,0.0663494,-0.0262776,0.482125,0.87319,
219,-34.3424,221.367,14.6248,0.0583469,-0.0217312,0.458767,0.886373,
220,-33.7492,222.185,14.665,0.0568945,-0.0179904,0.4365,0.897692,
221,-33.0619,223.024,14.7716,0.0593586,-0.0240023,0.421867,0.904361,
222,-32.3006,223.832,14.8074,0.05892,-0.021798,0.389198,0.919007,
223,-31.6688,224.624,14.8859,0.0652318,-0.0242444,0.506082,0.859668,
224,-31.2936,225.559,14.9951,0.0519934,-0.0294889,0.610184,0.790005,
225,-31.1259,226.559,15.1036,0.0571151,-0.0382693,0.683351,0.726824,
226,-31.0177,227.58,15.2129,0.0553207,-0.0304508,0.646161,0.760576,
227,-30.8436,228.56,15.3224,0.0550917,-0.0388753,0.636685,0.768176,
228,-30.6385,229.583,15.4157,0.0516925,-0.0324578,0.662853,0.746275,
229,-30.6311,230.644,15.5247,0.049107,-0.0371139,0.712599,0.698862,
230,-30.7201,231.678,15.6271,0.0497502,-0.041828,0.767508,0.637747,
231,-30.8446,232.759,15.7293,0.0472066,-0.034327,0.721835,0.689588,
232,-30.8831,233.779,15.8351,0.0593654,-0.0322577,0.694838,0.715996,
233,-30.8431,234.776,15.9366,0.0549526,-0.0391718,0.694981,0.715871,
234,-30.8427,235.836,16.0424,0.0517511,-0.0341891,0.70352,0.707952,
235,-30.8604,236.855,16.1571,0.0512267,-0.0333133,0.715462,0.696017,
236,-30.8812,237.932,16.2765,0.0518992,-0.0309415,0.699341,0.712209,
237,-30.8849,238.995,16.3922,0.056295,-0.038273,0.691183,0.7195,
238,-30.8639,240.059,16.5012,0.052589,-0.038831,0.749986,0.658235,
239,-30.9948,241.138,16.6085,0.0519632,-0.0344446,0.712175,0.699229,
240,-30.9793,242.22,16.7365,0.0560259,-0.0425272,0.716301,0.694225,
241,-31.1741,243.357,16.8425,0.0489036,-0.0376679,0.739602,0.670198,
242,-31.1752,244.369,16.9664,0.0493335,-0.0396148,0.745858,0.663134,
243,-31.4917,245.346,17.0811,0.0486572,-0.0440088,0.780743,0.621393,
244,-31.5123,246.379,17.2094,0.0460177,-0.0461516,0.805097,0.589499,
245,-31.6635,247.389,17.3158,0.0477825,-0.0392464,0.765932,0.639965,
246,-31.7483,248.416,17.4236,0.0518095,-0.0341848,0.701772,0.709684,
247,-31.7679,249.412,17.5215,0.0511767,-0.0343252,0.664322,0.744925,
248,-31.724,250.476,17.6243,0.0546214,-0.0323755,0.694301,0.716867,
249,-31.6966,251.53,17.7303,0.0503137,-0.0363672,0.734023,0.676323,
250,-31.7819,252.586,17.841,0.0463462,-0.0398553,0.794123,0.604706,
251,-32.0112,253.562,17.957,0.0510928,-0.0411435,0.767152,0.638118,
252,-32.1155,254.576,18.0684,0.0515048,-0.0358283,0.697267,0.714058,
253,-32.1465,255.605,18.1641,0.0564961,-0.0378038,0.68771,0.722813,
254,-32.3076,256.606,18.2813,0.0545035,-0.0405009,0.751436,0.656305,
255,-32.5615,257.591,18.3735,0.0457856,-0.037837,0.831315,0.552578,
256,-32.9493,258.548,18.4813,0.0469895,-0.03931,0.840754,0.53793,
257,-33.3622,259.456,18.5976,0.0495281,-0.0450885,0.837221,0.542714,
258,-33.7738,260.368,18.6875,0.049835,-0.0369542,0.835886,0.545375,
259,-34.1552,261.387,18.8213,0.054035,-0.0405147,0.809582,0.583087,
260,-34.5049,262.383,18.922,0.0513931,-0.0371566,0.803426,0.591999,
261,-34.9019,263.33,19.0304,0.043359,-0.0402998,0.856446,0.512853,
262,-35.3473,264.31,19.1336,0.0480617,-0.0419067,0.825919,0.560185,
263,-35.785,265.242,19.2355,0.0471025,-0.0445782,0.808643,0.584731,
264,-36.1823,266.21,19.3628,0.0521093,-0.0421468,0.814691,0.575966,
265,-36.4982,267.204,19.4434,0.0338283,-0.0210699,0.808371,0.58733,
266,-36.8824,268.285,19.5116,0.0362502,-0.0156237,0.794095,0.606488,
267,-37.0189,269.297,19.5836,0.037801,-0.0170163,0.784541,0.61871,
268,-37.2391,270.292,19.6531,0.0367448,-0.0216509,0.736585,0.674997,
269,-37.3291,271.327,19.7256,0.0378679,-0.0205981,0.73896,0.672365,
270,-37.413,272.336,19.7776,0.0366291,-0.0197487,0.718533,0.69427,
271,-37.3873,273.347,19.8495,0.0406103,-0.0165642,0.693123,0.719461,
272,-37.5936,274.326,19.9568,0.0530734,-0.0436098,0.818847,0.569886,
273,-37.9422,275.266,20.0721,0.0554365,-0.0431378,0.80105,0.59447,
274,-38.2429,276.284,20.1911,0.055575,-0.0418173,0.788512,0.611085,
275,-38.4568,277.285,20.3,0.0537337,-0.0399493,0.757897,0.648945,
276,-38.6111,278.29,20.4132,0.0516531,-0.0371197,0.742806,0.666477,
277,-38.7147,279.304,20.521,0.0530217,-0.0326308,0.726201,0.684701,
278,-38.8729,280.367,20.6563,0.0556892,-0.0410001,0.758387,0.648094,
279,-38.8954,281.424,20.7764,0.0576486,-0.035025,0.682478,0.727775,
280,-38.5354,282.372,20.8638,0.0647738,-0.0267102,0.473039,0.878238,
281,-37.9058,283.15,20.964,0.0734195,-0.0361854,0.42206,0.902846,
282,-37.1922,283.981,21.0409,0.0647224,-0.0329429,0.467002,0.881254,
283,-36.6679,285.025,21.1998,0.0555934,-0.0438834,0.629677,0.773643,
284,-36.5948,286.106,21.3289,0.0573814,-0.0448446,0.704714,0.705787,
285,-36.6932,287.239,21.4647,0.0494533,-0.0439717,0.778276,0.624402,
286,-36.8664,288.349,21.6187,0.0519906,-0.042667,0.726737,0.683616,
287,-36.9107,289.407,21.7715,0.0531266,-0.0482985,0.714931,0.695502,
288,-36.8987,290.452,21.9064,0.0530621,-0.0454378,0.692453,0.71807,
289,-36.9716,291.599,22.0443,0.0504235,-0.0433777,0.754428,0.652984,
290,-37.1071,292.605,22.151,0.0583844,-0.048339,0.730783,0.678417,
291,-37.2555,293.598,22.2617,0.0517872,-0.0496018,0.762673,0.642787,
292,-37.4114,294.596,22.3939,0.0564684,-0.0506482,0.74017,0.668156,
293,-37.5274,295.638,22.5213,0.0531068,-0.0469619,0.733186,0.676341,
294,-37.7497,296.633,22.6581,0.0578574,-0.0489561,0.798553,0.597118,
295,-38.0092,297.654,22.7805,0.046531,-0.0454657,0.777308,0.625741,
296,-38.1784,298.695,22.9222,0.0506032,-0.0484279,0.752945,0.654334,
297,-38.4196,299.666,23.0345,0.0425767,-0.0508984,0.819502,0.569235,
298,-38.7669,300.623,23.1342,0.0473176,-0.0619727,0.791229,0.606538,
299,-39.3382,301.474,23.2161,0.0384864,-0.0565948,0.86882,0.490411,
300,-39.7466,302.403,23.3306,0.0508675,-0.0603055,0.848874,0.522706,
301,-40.164,303.426,23.4687,0.0490718,-0.0512517,0.823163,0.563372,
302,-40.5314,304.458,23.5936,0.0451108,-0.0526939,0.842105,0.534839,
303,-41.1359,305.249,23.7212,0.0505817,-0.0675645,0.883999,0.45981,
304,-41.8644,306.108,23.8302,0.0350545,-0.0598792,0.942541,0.32681,
305,-42.6705,306.785,23.9476,0.0374438,-0.0571893,0.909055,0.410971,
306,-43.425,307.439,24.0147,0.0432529,-0.0577267,0.916332,0.393891,
307,-44.1062,308.225,24.1317,0.0412441,-0.0622203,0.930242,0.359288,
308,-44.9922,308.783,24.2244,0.0387634,-0.0661897,0.971882,0.222652,
309,-45.8506,309.308,24.3083,0.0404321,-0.062724,0.969691,0.232797,
310,-46.7651,309.862,24.419,0.0486714,-0.0618203,0.938012,0.33764,
311,-47.4607,310.579,24.5173,0.0621893,-0.0486378,0.76958,0.633681,
312,-47.037,311.491,24.642,0.0696994,-0.014374,0.266511,0.961175,
313,-46.1489,311.987,24.6817,0.0788801,-0.0176703,0.295494,0.951944,
314,-45.2578,312.524,24.7306,0.0851505,-0.0153543,0.252201,0.963818,
315,-44.5066,313.208,24.8223,0.0829708,-0.0278774,0.489253,0.867733,
316,-43.9265,314.195,24.9311,0.0694786,-0.0315431,0.529856,0.844661,
317,-43.4136,315.217,25.0596,0.0738888,-0.037225,0.509923,0.856227,
318,-42.8839,316.099,25.181,0.0766073,-0.0338144,0.489742,0.867816,
319,-42.4231,317.037,25.289,0.0701271,-0.0326238,0.518299,0.851672,
320,-41.9008,317.931,25.3478,0.061369,-0.0197358,0.505528,0.860373,
321,-41.3683,318.824,25.475,0.0679064,-0.0273888,0.485054,0.871411,
322,-40.8144,319.67,25.5786,0.0676998,-0.0302272,0.477095,0.875725,
323,-40.2861,320.545,25.6877,0.0591459,-0.0365278,0.554651,0.829153,
324,-39.8581,321.496,25.7779,0.0613874,-0.0386094,0.508512,0.857964,
325,-39.3443,322.423,25.8598,0.068039,-0.0366756,0.48233,0.872605,
326,-38.7512,323.29,25.9605,0.0656382,-0.0323668,0.468212,0.880583,
327,-38.1667,324.099,26.0741,0.068742,-0.0363433,0.466937,0.880859,
328,-37.6132,324.971,26.1927,0.0617177,-0.0372585,0.51185,0.856029,
329,-37.0922,325.904,26.2382,0.0599084,-0.039038,0.522186,0.84982,
330,-36.7727,326.885,26.362,0.0534394,-0.0481414,0.549485,0.832412,
331,-36.2887,327.79,26.4643,0.0523241,-0.0417994,0.568357,0.820049,
332,-35.9791,328.751,26.5578,0.0538067,-0.0404338,0.539788,0.839083,
333,-35.5649,329.715,26.628,0.0485748,-0.0361337,0.533004,0.843936,
334,-35.0517,330.625,26.7095,0.0532621,-0.0441253,0.501462,0.862425,
335,-34.578,331.586,26.8267,0.0589007,-0.0512643,0.52708,0.846233,
336,-34.1718,332.532,26.9641,0.0509503,-0.0478884,0.571382,0.81771,
337,-33.7613,333.536,27.0635,0.0522251,-0.0466536,0.616145,0.784512,
338,-33.5069,334.554,27.1845,0.0531577,-0.0463664,0.573653,0.816064,
339,-33.1677,335.588,27.286,0.0499673,-0.0469496,0.569183,0.819354,
